cod_ine,nombre,concejales,concejales_hombres,concejales_mujeres,concejo,votacion,resultado
21304,Calamarca,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""NOS"",""v"":1},{""s"":""MPS"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":34178},{""s"":""MPS"",""v"":22931},{""s"":""NOS"",""v"":13386},{""s"":""ASP"",""v"":6739}]",
21305,Patacamaya,7,3,4,"[{""s"":""ASP"",""v"":4},{""s"":""MAS-IPSP"",""v"":2},{""s"":""PACHA"",""v"":1}]","[{""s"":""ASP"",""v"":56120},{""s"":""MAS-IPSP"",""v"":38318},{""s"":""PACHA"",""v"":25392},{""s"":""MPS"",""v"":11063},{""s"":""UN"",""v"":6141}]",
21306,Colquencha,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""UN"",""v"":2},{""s"":""MPS"",""v"":1}]","[{""s"":""UN"",""v"":18147},{""s"":""MAS-IPSP"",""v"":16468},{""s"":""MPS"",""v"":12719}]",
21307,Collana,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""UN"",""v"":3}]","[{""s"":""UN"",""v"":12949},{""s"":""MAS-IPSP"",""v"":12213}]",
21401,Coroico,7,3,4,"[{""s"":""MPS"",""v"":1},{""s"":""FPV"",""v"":2},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":55499},{""s"":""FPV"",""v"":41446},{""s"":""MPS"",""v"":17963}]",
21402,Coripata,7,4,3,"[{""s"":""SOL.BO"",""v"":1},{""s"":""MPS"",""v"":2},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":59524},{""s"":""MPS"",""v"":34109},{""s"":""SOL.BO"",""v"":28520}]",
21501,Ixiamas,5,4,1,"[{""s"":""MPS"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MPS"",""v"":21137},{""s"":""MAS-IPSP"",""v"":14835},{""s"":""PIT"",""v"":5865},{""s"":""UNISOL"",""v"":2438},{""s"":""UCS"",""v"":2369}]",
21502,San Buenaventura,5,2,3,"[{""s"":""ASP"",""v"":2},{""s"":""MAS-IPSP"",""v"":1},{""s"":""MPS"",""v"":2}]","[{""s"":""ASP"",""v"":19389},{""s"":""MPS"",""v"":18515},{""s"":""MAS-IPSP"",""v"":13800}]",
21601,Gral. Juan José Perez (Charazani),,,,[],"[{""s"":""MAS-IPSP"",""v"":20976},{""s"":""UN"",""v"":20332},{""s"":""MPS"",""v"":7153}]",
21602,Curva,5,2,3,"[{""s"":""MPS"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":8257},{""s"":""MPS"",""v"":4462}]",
21701,Copacabana,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""MPS"",""v"":1},{""s"":""UN"",""v"":1},{""s"":""MAYA C"",""v"":1},{""s"":""ASP"",""v"":1}]","[{""s"":""MPS"",""v"":30038},{""s"":""MAS-IPSP"",""v"":20079},{""s"":""UN"",""v"":18653},{""s"":""ASP"",""v"":18400},{""s"":""MAYA-C"",""v"":15525}]",
21702,San Pedro de Tiquina,5,3,2,"[{""s"":""UN"",""v"":2},{""s"":""IDEA"",""v"":1},{""s"":""MAS-IPSP"",""v"":1},{""s"":""ASP"",""v"":1}]","[{""s"":""UN"",""v"":10465},{""s"":""IDEA"",""v"":8970},{""s"":""MAS-IPSP"",""v"":7406},{""s"":""ASP"",""v"":7337}]",
21703,Tito Yupanqui,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MPS"",""v"":3}]","[{""s"":""MPS"",""v"":8395},{""s"":""MAS-IPSP"",""v"":6095}]",
21801,San Pedro de Curahuara,5,2,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""MPS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":34500},{""s"":""MPS"",""v"":16192}]",
21802,Papel Pampa,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""ASP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":27853},{""s"":""ASP"",""v"":17503}]",
21803,Chacarilla,5,2,3,"[{""s"":""MPS"",""v"":1},{""s"":""ASP"",""v"":2},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""ASP"",""v"":4807},{""s"":""MAS-IPSP"",""v"":4324},{""s"":""MPS"",""v"":2990}]",
21901,Santiago de Machaca,5,3,2,"[{""s"":""MPS"",""v"":4},{""s"":""MAS-IPSP"",""v"":1}]","[{""s"":""MPS"",""v"":17572},{""s"":""MAS-IPSP"",""v"":7659}]",
21902,Catacora,5,4,1,"[{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":6394}]",
22001,Caranavi,9,4,5,"[{""s"":""FPV"",""v"":4},{""s"":""ASP"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""FPV"",""v"":150627},{""s"":""MAS-IPSP"",""v"":145728},{""s"":""ASP"",""v"":35236},{""s"":""SOL.BO"",""v"":16951},{""s"":""MPS"",""v"":5175}]",
22002,Alto Beni,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MPS"",""v"":3}]","[{""s"":""MPS"",""v"":36846},{""s"":""MAS-IPSP"",""v"":35397}]",
30101,Cochabamba,11,6,5,"[{""s"":""DEMOCRATAS"",""v"":6},{""s"":""UNICO"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":3778072},{""s"":""MAS-IPSP"",""v"":2791694},{""s"":""UNICO"",""v"":600484},{""s"":""MNR"",""v"":231909}]",
30201,Aiquile,7,3,4,"[{""s"":""UNICO"",""v"":2},{""s"":""MAS-IPSP"",""v"":4},{""s"":""UNPA"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":81650},{""s"":""UNICO"",""v"":53797},{""s"":""UNPA"",""v"":39836}]",
30202,Pasorapa,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""PUN"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":13110},{""s"":""PUN"",""v"":11776},{""s"":""UNICO"",""v"":1863}]",
30203,Omereque,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":32913},{""s"":""UNICO"",""v"":4117}]",
30301,Independencia,7,4,3,"[{""s"":""MAS-IPSP"",""v"":6},{""s"":""UNICO"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":115138},{""s"":""UNICO"",""v"":30452}]",
30302,Morochata,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":94576}]",
30303,Cocapata,7,3,4,"[{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":111320},{""s"":""UNICO"",""v"":3105}]",
30401,Tarata,5,3,2,"[{""s"":""UNICO"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":58581},{""s"":""UNICO"",""v"":35719},{""s"":""MNR"",""v"":1242}]",
30402,Anzaldo,5,3,2,"[{""s"":""MNR"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":29900},{""s"":""MNR"",""v"":17273}]",
30403,Arbieto,7,3,4,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""UNICO"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":75785},{""s"":""UNICO"",""v"":27117}]",
30404,Sacabamba,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":28060}]",
30501,Arani,5,2,3,"[{""s"":""DEMOCRATAS"",""v"":2},{""s"":""MAS"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":56925},{""s"":""DEMOCRATAS"",""v"":30360},{""s"":""UNICO"",""v"":11960}]",
30502,Vacas,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":54740},{""s"":""UNICO"",""v"":10005},{""s"":""DEMOCRATAS"",""v"":5911}]",
30601,Arque,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":61801},{""s"":""FPV"",""v"":2070}]",
30602,Tacopaya,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":67482},{""s"":""FPV"",""v"":7475}]",
30701,Capinota,7,3,4,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""TOCA"",""v"":1},{""s"":""UNICO"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":103592},{""s"":""UNICO"",""v"":37168},{""s"":""TOCA"",""v"":32476}]",
30702,Santivañez,5,3,2,"[{""s"":""UNICO"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":41745},{""s"":""UNICO"",""v"":25875}]",
30703,Sicaya,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":19067},{""s"":""UNICO"",""v"":1495}]",
30801,Cliza,7,4,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""CREE"",""v"":4}]","[{""s"":""CREE"",""v"":109963},{""s"":""MAS-IPSP"",""v"":100855}]",
30802,Toco,5,3,2,"[{""s"":""MAS"",""v"":3},{""s"":""UNICO"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":30567},{""s"":""UNICO"",""v"":15318}]",
30803,Tolata,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""FPV"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":31510},{""s"":""FPV"",""v"":30751}]",
30901,Quillacollo,11,7,4,"[{""s"":""FPV"",""v"":5},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""FPV"",""v"":613387},{""s"":""MAS-IPSP"",""v"":579876},{""s"":""DEMOCRATAS"",""v"":170867},{""s"":""UNICO"",""v"":102787},{""s"":""MALOS"",""v"":56488},{""s"":""MNR"",""v"":39192}]",
30902,Sipe Sipe,7,3,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""UNICO"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":214429},{""s"":""UNICO"",""v"":153801},{""s"":""TODOS"",""v"":36478}]",
30903,Tiquipaya,9,5,4,"[{""s"":""MNR"",""v"":3},{""s"":""UNICO"",""v"":1},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":238326},{""s"":""MNR"",""v"":204309},{""s"":""DEMOCRATAS"",""v"":85376},{""s"":""UNICO"",""v"":54694}]",
30904,Vinto,8,4,4,"[{""s"":""RETO"",""v"":2},{""s"":""PPS"",""v"":1},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":182643},{""s"":""RETO"",""v"":139081},{""s"":""PPS"",""v"":65964},{""s"":""DEMOCRATAS"",""v"":33051},{""s"":""PV"",""v"":29302},{""s"":""MNR"",""v"":28842},{""s"":""UNICO"",""v"":23667}]",
30905,Colcapirhua,9,3,6,"[{""s"":""FPV"",""v"":1},{""s"":""UNICO"",""v"":1},{""s"":""DEMOCRATAS"",""v"":2},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":243639},{""s"":""DEMOCRATAS"",""v"":118979},{""s"":""UNICO"",""v"":85445},{""s"":""FPV"",""v"":60536},{""s"":""USC"",""v"":32706},{""s"":""MNR"",""v"":26703}]",
31001,Sacaba,11,6,5,"[{""s"":""DEMOCRATAS"",""v"":4},{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":996268},{""s"":""DEMOCRATAS"",""v"":656834},{""s"":""UNICO"",""v"":114310},{""s"":""FPV"",""v"":53843}]",
31002,Colomi,7,3,4,"[{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":155963},{""s"":""UNICO"",""v"":5198}]",
31003,Villa Tunari,9,4,5,"[{""s"":""MAS-IPSP"",""v"":9}]","[{""s"":""MAS-IPSP"",""v"":650716}]",
31101,Tapacarí,7,3,4,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""FPV"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":103132},{""s"":""FPV"",""v"":49197},{""s"":""UNICO"",""v"":7360}]",
31201,Totora,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":112447}]",
31202,Pojo,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":69805},{""s"":""UNICO"",""v"":13662}]",
31203,Pocona,5,2,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""UNICO"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":61962},{""s"":""UNICO"",""v"":13708}]",
31204,Chimoré,7,3,4,"[{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":168360},{""s"":""DEMOCRATAS"",""v"":17135},{""s"":""UNICO"",""v"":12075}]",
31205,Puerto Villarroel,7,3,4,"[{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":441324}]",
31206,Entre Ríos (Bulo Bulo),7,3,4,"[{""s"":""UNICO"",""v"":2},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":206126},{""s"":""UNICO"",""v"":96278}]",
31301,Mizque,7,4,3,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""UNICO"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":132917},{""s"":""UNICO"",""v"":44965},{""s"":""DEMOCRATAS"",""v"":16422}]",
31302,Vila Vila,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":28543}]",
31303,Alalay,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""UNICO"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":17917},{""s"":""UNICO"",""v"":3910}]",
31401,Punata,7,4,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""UNICO"",""v"":1},{""s"":""GV"",""v"":3}]","[{""s"":""GV"",""v"":121440},{""s"":""MAS-IPSP"",""v"":118611},{""s"":""UNICO"",""v"":59501},{""s"":""ALLASAK"",""v"":6785},{""s"":""DEMOCRATAS"",""v"":5382}]",
31402,Villa Rivero,5,2,3,"[{""s"":""POVE"",""v"":1},{""s"":""MAS-IPSP"",""v"":3},{""s"":""JESUCA"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":36018},{""s"":""POVE"",""v"":19044},{""s"":""JESUCA"",""v"":18262},{""s"":""UNICO"",""v"":4646}]",
31403,San Benito,5,2,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""UNICO"",""v"":2},{""s"":""ARI"",""v"":1}]","[{""s"":""UNICO"",""v"":50600},{""s"":""MAS-IPSP"",""v"":47610},{""s"":""ARI"",""v"":26657},{""s"":""FPV"",""v"":20769}]",
31404,Tacachi,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":7912}]",
31405,Cuchumuela (Villa Gualberto Villarroel),5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""UNICO"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":9430},{""s"":""UNICO"",""v"":6762}]",
31501,Bolívar,5,3,2,"[{""s"":""POKUY"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":45080},{""s"":""POKUY"",""v"":10051}]",
31601,Tiraque,7,3,4,"[{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":161414}]",
31602,Shinahota,7,4,3,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""UNICO"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":139495},{""s"":""UNICO"",""v"":54993},{""s"":""MNR"",""v"":10764}]",
40101,Oruro,11,6,5,"[{""s"":""INCA-FS"",""v"":2},{""s"":""MAS - IPSP"",""v"":3},{""s"":""PP"",""v"":1},{""s"":""MCSFA"",""v"":4},{""s"":""DEMOCRATAS"",""v"":1}]","[{""s"":""MCSFA"",""v"":754492},{""s"":""MAS-IPSP"",""v"":640895},{""s"":""INCA-FS"",""v"":405398},{""s"":""P.P."",""v"":275011},{""s"":""DEMOCRATAS"",""v"":248009},{""s"":""UN"",""v"":162518},{""s"":""UCS"",""v"":121026},{""s"":""FPV"",""v"":111182}]",
40102,Caracollo,7,3,4,"[{""s"":""DEMOCRATAS"",""v"":1},{""s"":""PP"",""v"":3},{""s"":""MAS - IPSP"",""v"":3}]","[{""s"":""P.P."",""v"":66194},{""s"":""MAS-IPSP"",""v"":64699},{""s"":""DEMOCRATAS"",""v"":19067},{""s"":""FPV"",""v"":5037}]",
40103,El Choro,5,2,3,"[{""s"":""PP"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":15525},{""s"":""P.P."",""v"":12949}]",
40104,Soracachi (Paria),5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""FIC"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":56603},{""s"":""FIC"",""v"":48668}]",
40201,Challapata,7,3,4,"[{""s"":""UCS"",""v"":1},{""s"":""DEMOCRATAS"",""v"":2},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":104420},{""s"":""DEMOCRATAS"",""v"":45839},{""s"":""UCS"",""v"":33350},{""s"":""UN"",""v"":14789}]",
40202,Santuario de Quillacas,5,2,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""AYNI"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":15295},{""s"":""AYNI"",""v"":7498}]",
40301,Corque,5,1,4,"[{""s"":""A.P.U."",""v"":1},{""s"":""MAS - IPSP"",""v"":1},{""s"":""SUMA"",""v"":1},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":31050},{""s"":""A.P.U."",""v"":18699},{""s"":""SUMA"",""v"":15134},{""s"":""P.P."",""v"":1771}]",
40302,Choquecota,6,3,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""PP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":4600},{""s"":""P.P."",""v"":4094}]",
40401,Curahuara de Carangas,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""PP"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":20309},{""s"":""P.P."",""v"":8648}]",
40402,Turco,5,1,4,"[{""s"":""PP"",""v"":1},{""s"":""MAS - IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":21758},{""s"":""P.P."",""v"":9476}]",
40501,Huachacalla,5,4,1,"[{""s"":""MAS - IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":3979}]",
40502,Escara,5,2,3,"[{""s"":""MAS - IPSP"",""v"":4},{""s"":""UQ"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":6302},{""s"":""UQ"",""v"":2806}]",
40503,Cruz de Machacamarca,5,2,3,"[{""s"":""MAS - IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":7521}]",
40504,Yunguyo del Litoral,5,2,3,"[{""s"":""MAS - IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":1702}]",
40505,Esmeralda,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""MAS - IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":7245}]",
40601,Villa Poopó,5,3,2,"[{""s"":""FPV"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":22885},{""s"":""FPV"",""v"":22793}]",
40602,Pazña,5,2,3,"[{""s"":""UN"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":18837},{""s"":""UN"",""v"":12489},{""s"":""P.P."",""v"":5014}]",
40603,Antequera,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":14375}]",
40701,Villa Huanuni,7,4,3,"[{""s"":""PP"",""v"":2},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":112792},{""s"":""P.P."",""v"":63457},{""s"":""UCS"",""v"":12880},{""s"":""DEMOCRATAS"",""v"":2737}]",
40702,Machacamarca,5,4,1,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""MCSFA"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":19642},{""s"":""DEMOCRATAS"",""v"":7452},{""s"":""MCSFA"",""v"":5727},{""s"":""P.P."",""v"":2898}]",
40801,Salinas de Garci Mendoza,5,1,4,"[{""s"":""JYL"",""v"":1},{""s"":""MAS - IPSP"",""v"":3},{""s"":""PP"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":27025},{""s"":""P.P."",""v"":9660},{""s"":""JYL"",""v"":9361},{""s"":""DEMOCRATAS"",""v"":4117}]",
40802,Pampa Aullagas,5,3,2,"[{""s"":""PP"",""v"":2},{""s"":""MAS - IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":9085},{""s"":""P.P."",""v"":5014}]",
40901,Sabaya,5,4,1,"[{""s"":""PP"",""v"":3},{""s"":""MAS - IPSP"",""v"":2}]","[{""s"":""P.P."",""v"":30337},{""s"":""MAS-IPSP"",""v"":20217}]",
40902,Coipasa,5,4,1,"[{""s"":""PP"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""P.P."",""v"":2415},{""s"":""MAS-IPSP"",""v"":2139}]",
40903,Chipaya,5,3,2,"[{""s"":""M.U.CHI.L."",""v"":2},{""s"":""MAS - IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":4991},{""s"":""M.U.CHI.L."",""v"":3542}]",
41001,Toledo,5,3,2,"[{""s"":""MAS - IPSP"",""v"":4},{""s"":""DEMOCRATAS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":33350},{""s"":""DEMOCRATAS"",""v"":16422}]",
41101,Eucaliptus,5,3,2,"[{""s"":""MAS - IPSP"",""v"":2},{""s"":""PP"",""v"":3}]","[{""s"":""P.P."",""v"":18791},{""s"":""MAS-IPSP"",""v"":16192}]",
41201,Andamarca,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":25760}]",
41202,Belén de Andamarca,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":10465}]",
41301,Totora,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""PP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":15870},{""s"":""P.P."",""v"":10902},{""s"":""DEMOCRATAS"",""v"":2829}]",
41401,Santiago de Huari,5,2,3,"[{""s"":""PP"",""v"":2},{""s"":""MAS-IPSP"",""v"":2},{""s"":""FPV"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":25714},{""s"":""P.P."",""v"":20861},{""s"":""FPV"",""v"":12512},{""s"":""DEMOCRATAS"",""v"":2691}]",
41501,La Rivera,5,3,2,"[{""s"":""MAS - IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":2484}]",
41502,Todos Santos,5,2,3,"[{""s"":""MAS - IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":2438}]",
41503,Carangas,5,3,2,"[{""s"":""MAS - IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":1863}]",
41601,Santiago de Huayllamarca,5,2,3,"[{""s"":""UN"",""v"":2},{""s"":""MAS - IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":22724},{""s"":""UN"",""v"":17595}]",
50101,Potosí,11,6,5,"[{""s"":""MNR"",""v"":1},{""s"":""MAS-IPSP"",""v"":4},{""s"":""MOP"",""v"":3},{""s"":""UN"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":517339},{""s"":""UN"",""v"":482103},{""s"":""POTOSI MOP"",""v"":451237},{""s"":""MNR"",""v"":161805},{""s"":""PP"",""v"":120704},{""s"":""FPV"",""v"":83766}]",
50102,Tinguipaya,7,3,4,"[{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":98026},{""s"":""AOT"",""v"":11270},{""s"":""POTOSI MOP"",""v"":7222}]",
50103,Villa de Yocalla,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""AAOQ"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":29049},{""s"":""AAOQ"",""v"":15594},{""s"":""POTOSI MOP"",""v"":5658}]",
50104,Belén de Urmiri,5,4,1,"[{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":8924}]",
50201,Uncía,7,3,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""AS"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":70771},{""s"":""AS"",""v"":49266},{""s"":""POTOSI MOP"",""v"":12144}]",
50202,Chayanta,7,4,3,"[{""s"":""AS"",""v"":3},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":45195},{""s"":""AS"",""v"":33810},{""s"":""UN"",""v"":4048}]",
50203,Llallagua,7,3,4,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""UN"",""v"":1},{""s"":""MOP"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":165140},{""s"":""POTOSI MOP"",""v"":56511},{""s"":""UN"",""v"":50255},{""s"":""UCS"",""v"":23230},{""s"":""AS"",""v"":20976},{""s"":""MNR"",""v"":6049}]",
50204,Chuquihuta Ayllu Jucumani,5,2,3,"[{""s"":""MOP"",""v"":3},{""s"":""MAS"",""v"":2}]","[{""s"":""POTOSI MOP"",""v"":24380},{""s"":""MAS-IPSP"",""v"":16376}]",
50301,Betanzos,7,4,3,"[{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":6}]","[{""s"":""MAS-IPSP"",""v"":113873},{""s"":""POTOSI MOP"",""v"":32683},{""s"":""AAOQ"",""v"":17020}]",
50302,Chaquí,5,3,2,"[{""s"":""AS"",""v"":1},{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":19458},{""s"":""POTOSI MOP"",""v"":10373},{""s"":""AS"",""v"":7728}]",
50303,Tacobamba,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":50140},{""s"":""POTOSI MOP"",""v"":5773}]",
50401,Colquechaca,7,3,4,"[{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":6}]","[{""s"":""MAS-IPSP"",""v"":150719},{""s"":""POTOSI MOP"",""v"":23184}]",
50402,Ravelo,7,4,3,"[{""s"":""AS"",""v"":2},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":54970},{""s"":""AS"",""v"":32039},{""s"":""POTOSI MOP"",""v"":1840}]",
50403,Pocoata,7,4,3,"[{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":6}]","[{""s"":""MAS-IPSP"",""v"":111803},{""s"":""POTOSI MOP"",""v"":21804}]",
