cod_ine,nombre,concejales,concejales_hombres,concejales_mujeres,concejo,votacion,resultado
71403,Carmen Rivero Torres,5,3,2,"[{""s"":""DEMOCRATAS"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""DEMOCRATAS"",""v"":19550},{""s"":""MAS-IPSP"",""v"":15295},{""s"":""MNR"",""v"":5313},{""s"":""FPV"",""v"":4922},{""s"":""ASIP"",""v"":3289}]",
71501,Ascención de Guarayos,7,3,4,"[{""s"":""GH"",""v"":2},{""s"":""DEMOCRATAS"",""v"":2},{""s"":""ASIP"",""v"":3}]","[{""s"":""ASIP"",""v"":59984},{""s"":""GH"",""v"":48714},{""s"":""DEMOCRATAS"",""v"":44574},{""s"":""MAS-IPSP"",""v"":17273},{""s"":""SOL"",""v"":16836},{""s"":""MNR"",""v"":5336}]",
71502,Urubichá,5,3,2,"[{""s"":""GH"",""v"":1},{""s"":""MAS-IPSP"",""v"":2},{""s"":""DEMOCRATAS"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":20447},{""s"":""DEMOCRATAS"",""v"":15295},{""s"":""GH"",""v"":9706},{""s"":""SOL"",""v"":2714},{""s"":""MNR"",""v"":736}]",
71503,El Puente,5,3,2,"[{""s"":""DEMOCRATAS"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":45885},{""s"":""DEMOCRATAS"",""v"":42067}]",
80101,Trinidad,11,4,7,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""CF"",""v"":1},{""s"":""MNR"",""v"":5}]","[{""s"":""MNR"",""v"":484104},{""s"":""MAS-IPSP"",""v"":406939},{""s"":""CF"",""v"":152145},{""s"":""NACER"",""v"":60697},{""s"":""UD"",""v"":782}]",
80102,San Javier,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""MNR"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":13432},{""s"":""MNR"",""v"":12006}]",
80201,Riberalta,11,7,4,"[{""s"":""NACER"",""v"":1},{""s"":""MNR"",""v"":5},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":279243},{""s"":""MNR"",""v"":269859},{""s"":""NACER"",""v"":99429},{""s"":""UD"",""v"":368}]",
80202,Guayaramerín,7,5,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""NACER"",""v"":1},{""s"":""MNR"",""v"":3}]","[{""s"":""MNR"",""v"":131606},{""s"":""MAS-IPSP"",""v"":122360},{""s"":""NACER"",""v"":74474},{""s"":""UD"",""v"":4554}]",
80301,Reyes,5,3,2,"[{""s"":""MNR"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MNR"",""v"":43677},{""s"":""MAS-IPSP"",""v"":37421}]",
80302,San Borja,7,4,3,"[{""s"":""MNR"",""v"":3},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":138253},{""s"":""MNR"",""v"":92575},{""s"":""NACER"",""v"":28267},{""s"":""UD"",""v"":8832}]",
80303,Santa Rosa,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""NACER"",""v"":2},{""s"":""MNR"",""v"":2}]","[{""s"":""NACER"",""v"":33603},{""s"":""MNR"",""v"":32476},{""s"":""MAS-IPSP"",""v"":17848},{""s"":""UD"",""v"":23}]",
80304,Rurrenabaque,7,3,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""NACER"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":70403},{""s"":""NACER"",""v"":70012},{""s"":""MNR-MAR"",""v"":13179},{""s"":""UD"",""v"":207}]",
80401,Santa Ana,7,3,4,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""MNR"",""v"":4}]","[{""s"":""MNR"",""v"":69805},{""s"":""MAS-IPSP"",""v"":55407},{""s"":""UD"",""v"":184}]",
80402,Exaltación,5,2,3,"[{""s"":""MNR"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":10925},{""s"":""MNR"",""v"":9338}]",
80501,San Ignacio,7,4,3,"[{""s"":""MNR"",""v"":1},{""s"":""MAS-IPSP"",""v"":3},{""s"":""NACER"",""v"":3}]","[{""s"":""NACER"",""v"":64883},{""s"":""MAS-IPSP"",""v"":57753},{""s"":""MNR"",""v"":21275},{""s"":""UD"",""v"":253}]",
80601,Loreto,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":15065}]",
80602,San Andrés,5,2,3,"[{""s"":""NACER"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""NACER"",""v"":37329},{""s"":""MAS-IPSP"",""v"":24127},{""s"":""MNR"",""v"":6716},{""s"":""UD"",""v"":1472}]",
80701,San Joaquín,5,2,3,"[{""s"":""MNR-UD"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MNR-UD"",""v"":27623},{""s"":""MAS-IPSP"",""v"":22793}]",
80702,San Ramón,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""NACER"",""v"":2},{""s"":""MNR"",""v"":2}]","[{""s"":""MNR"",""v"":17250},{""s"":""NACER"",""v"":15272},{""s"":""MAS-IPSP"",""v"":9292}]",
80703,Puerto Siles,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""MNR"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":4554},{""s"":""MNR"",""v"":2300}]",
80801,Magdalena,5,2,3,"[{""s"":""MNR"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MNR"",""v"":59110},{""s"":""MAS-IPSP"",""v"":37352},{""s"":""UD"",""v"":161}]",
80802,Baures,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":23046},{""s"":""UD"",""v"":4393}]",
80803,Huacaraje,5,4,1,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":17158},{""s"":""UD"",""v"":5060}]",
90101,Cobija,11,5,6,"[{""s"":""PUD"",""v"":5},{""s"":""FPV"",""v"":1},{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":222065},{""s"":""PUD"",""v"":221697},{""s"":""FPV"",""v"":37904}]",
90102,Porvenir,5,2,3,"[{""s"":""PUD"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":43516},{""s"":""PUD"",""v"":20700}]",
90103,Bolpebra,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""PASO"",""v"":1},{""s"":""PUD"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":9545},{""s"":""PUD"",""v"":8234},{""s"":""FPV"",""v"":2208}]",
90104,Bella Flor,5,2,3,"[{""s"":""PASO"",""v"":1},{""s"":""PUD"",""v"":1},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":16031},{""s"":""PUD"",""v"":9016}]",
90201,Puerto Rico,5,3,2,"[{""s"":""PUD"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":22471},{""s"":""PUD"",""v"":20424}]",
90202,San Pedro,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""PUD"",""v"":1},{""s"":""PASO"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":6486},{""s"":""PUD"",""v"":3657}]",
90203,Filadelfia,5,3,2,"[{""s"":""PASO"",""v"":1},{""s"":""MAS-IPSP"",""v"":3},{""s"":""PUD"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":27830},{""s"":""PUD"",""v"":12006}]",
90301,Puerto Gonzalo Moreno,5,3,2,"[{""s"":""PUD"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":39054},{""s"":""PUD"",""v"":11247}]",
90302,Blanca Flor (San Lorenzo),5,2,3,"[{""s"":""PUD"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":39284},{""s"":""PUD"",""v"":14053}]",
90303,El Sena,5,4,1,"[{""s"":""PUD"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":34592},{""s"":""PUD"",""v"":11983}]",
90401,Santa Rosa del Abuná,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""PUD"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":10465},{""s"":""PUD"",""v"":6831}]",
90402,Humaita (Ingavi),5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""PUD"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":5175},{""s"":""PUD"",""v"":4002}]",
90501,Nueva Esperanza,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""PUD"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":9361},{""s"":""PUD"",""v"":5106}]",
90502,Villa Nueva (Loma Alta),5,4,1,"[{""s"":""PUD"",""v"":1},{""s"":""MAS-IPSP"",""v"":3},{""s"":""PASO"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":6877},{""s"":""PUD"",""v"":4485}]",
90503,Santos Mercado (Reserva),5,2,3,"[{""s"":""PUD"",""v"":2},{""s"":""MAS-IPSP"",""v"":2},{""s"":""PASO"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":6394},{""s"":""PUD"",""v"":5957}]",
